wals code	name	latitude	longitude	genus	family	subfamily	iso codes
kjr	Koyra	5.83333333333	37.8333333333	North Omotic	Afro-Asiatic	Omotic	kqy
kkb	Konkomba	10	0.0833333333333	Gur	Niger-Congo		xon
kkl	Kata Kolok	-8.25	115.166666667	Sign Languages	other		bqy
kkn	Konkani	15.25	74	Indic	Indo-European		knn
kko	Koranko	9.33333333333	-11.25	Western Mande	Niger-Congo	Mande	knk
kkp	Karakalpak	43	60	Turkic	Altaic		kaa
kkr	Kirikiri	-3	137.166666667	Lakes Plain	Lakes Plain		kiy
kkt	Kokota	-8	159.133333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	kkk
kku	Korku	22.5	78.5	Munda	Austro-Asiatic		kfq
kkv	Kaliai-Kove	-5.58333333333	149.666666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	khl kvc
kkw	Karankawa	28	-97	Karankawa	Karankawa		zkk
kky	Kankanay	16.75	120.583333333	Northern Philippines	Austronesian	Western Malayo-Polynesian	kne
kkz	Kokni	20.75	73.5	Indic	Indo-European		kex
kla	Klao	4.75	-8.75	Kru	Niger-Congo		klu
klb	Kilba	10.3333333333	13.1666666667	Biu-Mandara	Afro-Asiatic	Chadic	hbb
klg	Kulung	27.5	87	Bodic	Sino-Tibetan	Tibeto-Burman	kle
klh	Kalasha	35	72	Indic	Indo-European		kls
kli	Kaili	-1.16666666667	120	Sulawesi	Austronesian	Western Malayo-Polynesian	lew
klk	Koh (Lakka)	8	15.5	Adamawa	Niger-Congo	Adamawa-Ubangi	xuo
kll	Kaluli	-6.5	142.75	Bosavi	Bosavi		bco
klm	Klamath	42.5	-121.5	Klamath-Modoc	Penutian		kla
kln	Kolana	-8.25	125.116666667	Kolana-Tanglapui	Trans-New Guinea		kvw
klp	Kalapuya	44.5	-123	Kalapuyan	Kalapuyan		kyl
klq	Kalam	-5.25	144.583333333	Madang	Trans-New Guinea		kmh
klr	Koluri	37	48	Iranian	Indo-European		shm
kls	Kalispel	48	-117	Interior Salish	Salishan		fla
klt	Kelabit	3.66666666667	115.416666667	Borneo	Austronesian	Western Malayo-Polynesian	kzi
klv	Kilivila	-8.5	151.083333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	kij
klw	Kiliwa	31.3333333333	-115.666666667	Yuman	Hokan		klb
kly	Kala Lagaw Ya	-10.1166666667	142.116666667	Pama-Nyungan	Australian		mwp
klz	Kalanga	-20.5	27.5	Bantoid	Niger-Congo	Benue-Congo	kck
kma	Kamaiurá	-12.0833333333	-52.5833333333	Tupi-Guaraní	Tupian		kay
kmb	Kombai	-5.58333333333	140	Awju-Dumut	Trans-New Guinea		tyn wng
kmh	Kham	28.5	82.75	Bodic	Sino-Tibetan	Tibeto-Burman	kgj
kmi	Kami	-6.75	38	Bantoid	Niger-Congo	Benue-Congo	kcu
kmj	Karimojong	3	34.1666666667	Nilotic	Nilo-Saharan	Eastern Sudanic	kdj
kmk	Kalmyk	44	83	Mongolic	Altaic		xal
kmn	Kuman	-5.91666666667	145	Chimbu	Trans-New Guinea		kue
kmo	Koiali (Mountain)	-9	147.5	Koiarian	Trans-New Guinea		kpx
kmp	Kunimaipa	-8	146.833333333	Goilalan	Trans-New Guinea		kup
kmr	Kamoro	-4.33333333333	136	Asmat-Kamoro	Trans-New Guinea		kgq
kms	Kamass	52	92	Samoyedic	Uralic		xas
kmt	Kemtuik	-2.66666666667	140.333333333	Nimboran	Nimboran		kmt
kmu	Khmu'	21	102	Palaung-Khmuic	Austro-Asiatic	Mon-Khmer	kjg
kmw	Kamu	-13.5833333333	130.833333333	Eastern Daly	Australian	Daly	xmu
kna	Karitiâna	-9.5	-64	Arikem	Tupian		ktn
knb	Kanum (Bädi)	-8.83333333333	140.75	Morehead and Upper Maro Rivers	Morehead and Upper Maro Rivers		khd
knc	Kugu Nganhcara	-14.4166666667	142	Pama-Nyungan	Australian		uwa
knd	Kannada	14	76	Southern Dravidian	Dravidian		kan
kng	Kaingang	-26	-52	Ge-Kaingang	Macro-Ge		kgp
kni	Konni	10.25	-1.58333333333	Gur	Niger-Congo		kma
knk	Kanakuru	10	12	West Chadic	Afro-Asiatic	Chadic	kna
knm	Kunama	14.5	37	Kunama	Nilo-Saharan		kun
knn	Kinnauri	31.5	78	Bodic	Sino-Tibetan	Tibeto-Burman	kfk
knp	Kanum (Ngkâlmpw)	-8.66666666667	140.916666667	Morehead and Upper Maro Rivers	Morehead and Upper Maro Rivers		kcd
knq	Kriol (Ngukurr)	-14.8333333333	135	Creoles and Pidgins	other		rop
knr	Kanuri	12	13	Western Saharan	Nilo-Saharan		knc
knu	Konua	-5.83333333333	154.833333333	West Bougainville	West Bougainville		kyx
knw	Konkow	39.5	-121.5	Maiduan	Penutian		mjd
koa	Koasati	34.8333333333	-85.1666666667	Muskogean	Muskogean		cku
kob	Kobon	-5.16666666667	144.333333333	Madang	Trans-New Guinea		kpw
kod	Kodava	12.1666666667	76.8333333333	Southern Dravidian	Dravidian		kfa
koe	Koegu	7	36.0833333333	Surmic	Nilo-Saharan	Eastern Sudanic	xwg
koh	Kohumono	6	8.11666666667	Cross River	Niger-Congo	Benue-Congo	bcs
koi	Koiari	-9.5	147.333333333	Koiarian	Trans-New Guinea		kbk
kok	Kokborok	24.3333333333	92.5	Baric	Sino-Tibetan	Tibeto-Burman	trp
kol	Kolami	20	78.5	Central Dravidian	Dravidian		kfb nit
kom	Komo	8.75	33.75	Koman	Nilo-Saharan		xom
kon	Kongo	-5	15	Bantoid	Niger-Congo	Benue-Congo	kng
koo	Kola	-5.5	134.5	Central Malayo-Polynesian	Austronesian		kvv
kop	Komi-Permyak	59.5	54.5	Finnic	Uralic	Finno-Ugric	koi
kor	Korean	37.5	128	Korean	Korean		kor
kos	Kosraean	5.3	163	Oceanic	Austronesian	Eastern Malayo-Polynesian	kos
kot	Kota	11.5	77.1666666667	Southern Dravidian	Dravidian		kfe
kou	Kom	6.25	10.3333333333	Bantoid	Niger-Congo	Benue-Congo	bkm
kow	Ko (Winye)	11.8666666667	-2.91666666667	Gur	Niger-Congo		kst
koy	Koya	17.5	81.3333333333	South-Central Dravidian	Dravidian		kff
kpa	Kpan	7.58333333333	10.1666666667	Platoid	Niger-Congo	Benue-Congo	kpk
kpe	Kpelle	7	-10	Western Mande	Niger-Congo	Mande	xpe
kpm	Kapampangan	15.3333333333	120.5	Northern Philippines	Austronesian	Western Malayo-Polynesian	pam
kpn	Kapingamarangi	1.05	154.75	Oceanic	Austronesian	Eastern Malayo-Polynesian	kpg
kpo	Kposo	7.5	0.833333333333	Kwa	Niger-Congo		kpo
kpw	Karen (Pwo)	13	99.1666666667	Karen	Sino-Tibetan	Tibeto-Burman	kjp pwo
kra	Kara (in Papua New Guinea)	-2.83333333333	151.116666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	leu
krb	Kiribati	1.33333333333	173	Oceanic	Austronesian	Eastern Malayo-Polynesian	gil
krc	Karachay-Balkar	43.5	42	Turkic	Altaic		krc
krd	Kurdish (Central)	36	44	Iranian	Indo-European		kmr
kre	Kresh	8.5	24.5	Kresh	Nilo-Saharan	Central Sudanic	krs
krf	Korafe	-9.05	149.083333333	Binanderean	Trans-New Guinea		kpr
krg	Karanga	-20	31	Bantoid	Niger-Congo	Benue-Congo	sna
krh	Krahô	-8	-48	Ge-Kaingang	Macro-Ge		xra
kri	Kariri	-10	-37	Kariri	Macro-Ge		kzw
krj	Karadjeri	-19	122	Pama-Nyungan	Australian		gbd
krk	Karok	41.6666666667	-123	Karok	Karok		kyh
krl	Karelian	64	32	Finnic	Uralic	Finno-Ugric	krl
krm	Karaim	54.6666666667	24.9166666667	Turkic	Altaic		kdr
krn	Korana	-29.5	20.5	Central Khoisan	Khoisan		kqz
kro	Krongo	10.5	30	Kadugli	Kadugli		kgo
krq	Kerek	62.25	175	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan		krk
krr	Kairiru	-3.33333333333	143.583333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	kxa
krt	Karata	42.5833333333	46.3333333333	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	kpt
krw	Korowai	-5.25	140	Awju-Dumut	Trans-New Guinea		khe krg
kry	Koryak	61	167	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan		kpy
krz	Kryz	41.0833333333	48	Lezgic	Nakh-Daghestanian	Daghestanian	kry
ksa	Keresan (Santa Ana)	35.4166666667	-106.666666667	Keresan	Keresan		kee
kse	Koyraboro Senni	16	0	Songhay	Nilo-Saharan		ses
ksg	Karen (Sgaw)	18	97	Karen	Sino-Tibetan	Tibeto-Burman	ksw
ksh	Kashaya	38.6666666667	-123.333333333	Pomoan	Hokan		kju
ksi	Ksingmul	21.0833333333	104	Palaung-Khmuic	Austro-Asiatic	Mon-Khmer	puo
ksl	Kenyan Sign Language	0	38	Sign Languages	other		xki
ksm	Kasem	11.25	-1.25	Gur	Niger-Congo		xsm
ksp	Kosop	9.91666666667	15.9166666667	Adamawa	Niger-Congo	Adamawa-Ubangi	kia
ksr	Kisar	-8.08333333333	127.116666667	Central Malayo-Polynesian	Austronesian		kje
kss	Kisi (Southern)	8.5	-10.25	Southern Atlantic	Niger-Congo	Atlantic	kss
ksu	Kashubian	54	18	Slavic	Indo-European		csb
kta	Koita	-9.33333333333	147.083333333	Koiarian	Trans-New Guinea		kqi
ktb	Kituba	-5	17.5	Creoles and Pidgins	other		ktu
ktc	Katcha	10.8333333333	29.6666666667	Kadugli	Kadugli		xtc
kte	Kete	-7	22.8333333333	Bantoid	Niger-Congo	Benue-Congo	kcv
kth	Kutchin	67	-146	Athapaskan	Na-Dene		gwi
kti	Kati (in West Papua, Indonesia)	-5.75	140.916666667	Ok	Trans-New Guinea		yon
ktk	Kotoko	11.3333333333	15.3333333333	Biu-Mandara	Afro-Asiatic	Chadic	aal
ktl	Katla	11.8333333333	29.3333333333	Katla-Tima	Niger-Congo	Kordofanian	kcr
ktn	Ketengban	-4.5	140.5	Mek	Trans-New Guinea		xte
kto	Kato	39.6666666667	-123.666666667	Athapaskan	Na-Dene		ktw
ktp	Ketapang	-1.86666666667	110	Sundic	Austronesian	Western Malayo-Polynesian	mly
ktt	Kott	57	94	Yeniseian	Yeniseian		
ktu	Katu	15.8333333333	107.583333333	Katuic	Austro-Asiatic	Mon-Khmer	ktv kuf
kty	Khanty	65	65	Ugric	Uralic	Finno-Ugric	kca
ktz	Kati (in Afghanistan)	35.5	70	Indic	Indo-European		bsh
kua	Kualan	-0.416666666667	110.416666667	Sundic	Austronesian	Western Malayo-Polynesian	
kug	Kunming	25	102.75	Chinese	Sino-Tibetan		cmn
kui	Kui (in India)	20	83.5	South-Central Dravidian	Dravidian		kxu
kuk	Kukú	5.83333333333	31.6666666667	Nilotic	Nilo-Saharan	Eastern Sudanic	bfa
kul	Kullo	6.75	37.0833333333	North Omotic	Afro-Asiatic	Omotic	gmo
kum	Kumauni	30	80	Indic	Indo-European		kfy
kun	Kuna	8	-77.3333333333	Kuna	Chibchan		kvn
kuo	Kuot	-3.05	151.5	Kuot	Kuot		kto
kuq	Kumyk	43	47.3333333333	Turkic	Altaic		kum
kur	Kurukh	22.8333333333	85.5	Northern Dravidian	Dravidian		kru
kus	Kusunda	28	84.6666666667	Kusunda	Kusunda		kgg
kut	Kutenai	49.5	-116	Kutenai	Kutenai		kut
kuu	Kuuku Ya'u	-12.5833333333	143.083333333	Pama-Nyungan	Australian		kuy
kuv	Kuvi	18.75	82.6666666667	South-Central Dravidian	Dravidian		kxv
kuy	Kutai	-0.333333333333	116.666666667	Sundic	Austronesian	Western Malayo-Polynesian	vkt
kuz	Kulamanen	7.75	125	Southern Philippines	Austronesian	Western Malayo-Polynesian	mbt
kwa	Kwaio	-8.95	161	Oceanic	Austronesian	Eastern Malayo-Polynesian	kwd
kwb	Kwerba	-2.25	138.5	Kwerba	Kwerba		kwe
kwe	Kanjobal (Western)	15.8333333333	-91.8333333333	Mayan	Mayan		knj
kwk	Kwakw'ala	51	-127	Northern Wakashan	Wakashan		kwk
kwm	Kwami	10.4166666667	11	West Chadic	Afro-Asiatic	Chadic	ksq
kwn	Kwangali	-18	19.5	Bantoid	Niger-Congo	Benue-Congo	kwn
kwo	Kwoma	-4.16666666667	142.75	Middle Sepik	Sepik		kmo
kwr	Kwamera	-19.5833333333	169.416666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	tnk
kws	Kawaiisu	36	-117.5	Numic	Uto-Aztecan		xaw
kwz	Kwazá	-12.5833333333	-60.6666666667	Kwaza	Kwaza		
kxo	Kxoe	-17.5	22.5	Central Khoisan	Khoisan		xuu
kya	Kuku-Yalanji	-16	145	Pama-Nyungan	Australian		gvn
kyg	Kenyang	5.66666666667	9.5	Bantoid	Niger-Congo	Benue-Congo	ken
kyk	Kyaka	-5.55	144.083333333	Engan	Trans-New Guinea		kyc
kyl	Kayah Li (Eastern)	19	97.5	Karen	Sino-Tibetan	Tibeto-Burman	eky
kym	Krymchak	45	34.25	Turkic	Altaic		uzn
kyn	Koyukon	65	-155	Athapaskan	Na-Dene		koy
kyo	Kanyok	-7.33333333333	23.5833333333	Bantoid	Niger-Congo	Benue-Congo	kny
kyp	Kayapó	-9	-52	Ge-Kaingang	Macro-Ge		txu
kyq	Kyuquot	50.1666666667	-127.166666667	Southern Wakashan	Wakashan		noo
kyr	Karkar-Yuri	-3.75	141.083333333	Karkar-Yuri	Karkar-Yuri		yuj
kzh	Kam (Zhanglu)	26	108.5	Kam-Tai	Tai-Kadai		doc
kzy	Komi-Zyrian	65	55	Finnic	Uralic	Finno-Ugric	kpv
laa	Laal	10	17.6666666667	Laal	Laal		gdm
lac	Lacandón	17	-91.5	Mayan	Mayan		lac
lad	Ladakhi	34	78	Bodic	Sino-Tibetan	Tibeto-Burman	lbj
laf	Lafofa	10.25	31.25	Tegem	Niger-Congo	Kordofanian	laf
lag	Lagwan	11.5	14.8333333333	Biu-Mandara	Afro-Asiatic	Chadic	kot
lah	Lahu	20	98.1666666667	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	lhu
lai	Lai	22.6666666667	93.6666666667	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	cnh
lak	Lak	42.1666666667	47.1666666667	Lak-Dargwa	Nakh-Daghestanian	Daghestanian	lbe
lal	Lalo	25	100.25	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	ywt
lam	Lamé	9	14.5	Masa	Afro-Asiatic	Chadic	lme
lan	Lango	2.16666666667	33	Nilotic	Nilo-Saharan	Eastern Sudanic	laj
lao	Lao	18	103	Kam-Tai	Tai-Kadai		lao
lar	Laragia	-12.6666666667	130.833333333	Laragiyan	Australian		lrg
lat	Latvian	57	24	Baltic	Indo-European		lav
lau	Lau	-9.58333333333	161.5	Oceanic	Austronesian	Eastern Malayo-Polynesian	llu
lav	Lavukaleve	-9.08333333333	159.2	Lavukaleve	Lavukaleve		lvk
laz	Laz	41.5	41.5	Kartvelian	Kartvelian		lzz
lbu	Lunda	-10.6666666667	24	Bantoid	Niger-Congo	Benue-Congo	lun
lch	Lachi	22.6666666667	104.833333333	Kadai	Tai-Kadai		lbt
lcr	Lesser Antillean French Creole	15	-61.1666666667	Creoles and Pidgins	other		gcf acf
lda	Luganda	0.5	32.1666666667	Bantoid	Niger-Congo	Benue-Congo	lug
ldn	Ladin	46.5833333333	11.9166666667	Romance	Indo-European		lld
ldo	Londo	5	9.16666666667	Bantoid	Niger-Congo	Benue-Congo	bdu
ldu	Lendu	2	30.5	Lendu	Nilo-Saharan	Central Sudanic	led
leb	Lebeo	1.75	25	Bantoid	Niger-Congo	Benue-Congo	agh
leg	Lega	-2.83333333333	27.1666666667	Bantoid	Niger-Congo	Benue-Congo	lea lgm
lel	Lele	9.08333333333	15.5833333333	East Chadic	Afro-Asiatic	Chadic	lln
len	Lenakel	-19.45	169.25	Oceanic	Austronesian	Eastern Malayo-Polynesian	tnl
lep	Lepcha	27.1666666667	88.5	Lepcha	Sino-Tibetan	Tibeto-Burman	lep
les	Lese	2	29	Mangbutu-Efe	Nilo-Saharan	Central Sudanic	les
let	Leti	-8.2	127.666666667	Central Malayo-Polynesian	Austronesian		lti
lew	Lewo	-16.75	168.333333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	lww
lez	Lezgian	41.6666666667	47.8333333333	Lezgic	Nakh-Daghestanian	Daghestanian	lez
lga	Luangiua	-5.33333333333	159.416666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	ojv
lge	Low German	53	10	Germanic	Indo-European		nds
lgh	Lughat al-Isharat al-Lubnaniya	34	35.8333333333	Sign Languages	other		
lgi	Langi	-4.5	36	Bantoid	Niger-Congo	Benue-Congo	lag
lgp	Língua Gestual Portuguesa	40	-8	Sign Languages	other		psr
lgt	Logoti	3.5	30	Moru-Ma'di	Nilo-Saharan	Central Sudanic	log
lgu	Longgu	-9.75	160.666666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	lgu
lha	Laha	21.5833333333	103.916666667	Kadai	Tai-Kadai		lha
lho	Lhomi	27.6666666667	87.4166666667	Bodic	Sino-Tibetan	Tibeto-Burman	lhm
lii	Lingua Italiana dei Segni	42	13	Sign Languages	other		ise
lil	Lillooet	50.75	-122	Interior Salish	Salishan		lil
lim	Limbu	27.1666666667	87.75	Bodic	Sino-Tibetan	Tibeto-Burman	lif
lin	Lingala	2	18.5	Bantoid	Niger-Congo	Benue-Congo	lin
lis	Lisu	26	98	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	lis
lit	Lithuanian	55	24	Baltic	Indo-European		lit
liv	Liv	56.8333333333	24	Finnic	Uralic	Finno-Ugric	liv
lje	Lauje	-0.5	120	Sulawesi	Austronesian	Western Malayo-Polynesian	law
lkk	Lakkia	24.0833333333	110.166666667	Kadai	Tai-Kadai		lbc
lkt	Lakhota	43.8333333333	-101.833333333	Siouan	Siouan		lkt
lla	Lamu-Lamu	-14.8333333333	144.5	Pama-Nyungan	Australian		lby
llm	Lelemi	7.33333333333	0.5	Kwa	Niger-Congo		lef
lma	Loma	8	-9.5	Western Mande	Niger-Congo	Mande	lom
lmb	Lamba	-13	28	Bantoid	Niger-Congo	Benue-Congo	lam
lmg	Lamang	11.25	13.5833333333	Biu-Mandara	Afro-Asiatic	Chadic	hia
lmh	Lamaholot	-8.25	122.916666667	Central Malayo-Polynesian	Austronesian		slp
lml	Limilngan	-12.5	131.916666667	Limilngan	Australian		lmc
lmn	Lamani	17	77	Indic	Indo-European		lmn
lmp	Lampung	-5	105	Sundic	Austronesian	Western Malayo-Polynesian	ljp
lnd	Linda	6.5	20.75	Ubangi	Niger-Congo	Adamawa-Ubangi	liy
lng	Lengua	-22.5	-59	Mascoian	Mascoian		leg
lno	Ladino	40	33	Romance	Indo-European		lad
lns	Lamnso'	6.16666666667	10.75	Bantoid	Niger-Congo	Benue-Congo	lns
lnw	Lonwolwol	-16.2166666667	168	Oceanic	Austronesian	Eastern Malayo-Polynesian	crc
lob	Lobi	10.5	-3.25	Gur	Niger-Congo		lob
lok	Loko	9.33333333333	-12.0833333333	Western Mande	Niger-Congo	Mande	lok
lon	Loniu	-2.06666666667	147.333333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	los
lot	Lotha	26.5	94.25	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	njh
lou	Lou	-2.38333333333	147.316666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	loj
lov	Loven	15	106.333333333	Bahnaric	Austro-Asiatic	Mon-Khmer	lbo
loz	Lozi	-17.8333333333	26	Bantoid	Niger-Congo	Benue-Congo	loz
lrd	Lardil	-16.5	139.333333333	Pama-Nyungan	Australian		lbz
lrk	Larike	-3.75	127.916666667	Central Malayo-Polynesian	Austronesian		alo
lsa	Lengua de Señas Argentina	-34	-63	Sign Languages	other		aed
lsb	Língua de Sinais Brasileira	-15	-48	Sign Languages	other		bzs
lse	Lengua de Señas Española	40	-3	Sign Languages	other		ssp
lsf	Langue des Signes Française	47	3	Sign Languages	other		fsl
lsq	Langue des Signes Québecoise	48	-75	Sign Languages	other		fcs
lu	Lü	22	100.666666667	Kam-Tai	Tai-Kadai		khb
lua	Lua	9.75	17.75	Adamawa	Niger-Congo	Adamawa-Ubangi	nie
luc	Lucazi	-14	20	Bantoid	Niger-Congo	Benue-Congo	lch
lud	Lun Dayeh	4	115.916666667	Borneo	Austronesian	Western Malayo-Polynesian	lnd
lug	Lugbara	3.08333333333	30.9166666667	Moru-Ma'di	Nilo-Saharan	Central Sudanic	lgg
lui	Luiseño	33.3333333333	-117.166666667	Takic	Uto-Aztecan		lui
lul	Lule	-28	-64	Lule	Lule		
lum	Lummi	48.7	-122.666666667	Central Salish	Salishan		str
lun	Lungchang	27.5	96.4166666667	Baric	Sino-Tibetan	Tibeto-Burman	nst
luo	Luo	-0.5	34.75	Nilotic	Nilo-Saharan	Eastern Sudanic	luo
lur	Luri	33.5	48.5	Iranian	Indo-European		lrc
lus	Lushootseed	48	-122	Central Salish	Salishan		lut
luv	Luvale	-12	22	Bantoid	Niger-Congo	Benue-Congo	lue
lux	Luxemburgeois	49.8333333333	6.16666666667	Germanic	Indo-European		ltz
luy	Luyia	0.416666666667	34.5	Bantoid	Niger-Congo	Benue-Congo	luy
lye	Lyele	12.5	-2.66666666667	Gur	Niger-Congo		lee
ma	Ma	3.5	28	Ubangi	Niger-Congo	Adamawa-Ubangi	msj
maa	Maasai	-3	36	Nilotic	Nilo-Saharan	Eastern Sudanic	mas
mab	Maba	13.75	20.8333333333	Maban	Nilo-Saharan		mde
mac	Macushi	4	-60	Cariban	Cariban		mbc
mad	Ma'di	3.25	31.5	Moru-Ma'di	Nilo-Saharan	Central Sudanic	mhi
mae	Mae	-16	167.25	Oceanic	Austronesian	Eastern Malayo-Polynesian	mme
mag	Magar	28	83	Bodic	Sino-Tibetan	Tibeto-Burman	mgp
mah	Mari (Hill)	57	58	Finnic	Uralic	Finno-Ugric	mrj
mai	Maithili	26	86	Indic	Indo-European		mai
maj	Majang	6.75	35	Surmic	Nilo-Saharan	Eastern Sudanic	mpe
mak	Makah	48.3333333333	-124.666666667	Southern Wakashan	Wakashan		myh
mal	Malagasy	-20	47	Borneo	Austronesian	Western Malayo-Polynesian	plt
mam	Mam	15	-91.8333333333	Mayan	Mayan		mvc
man	Mano	7	-9	Eastern Mande	Niger-Congo	Mande	mev
mao	Maori	-40	176	Oceanic	Austronesian	Eastern Malayo-Polynesian	mri
map	Mapudungun	-38	-72	Araucanian	Araucanian		arn
mar	Maricopa	33.1666666667	-113.166666667	Yuman	Hokan		mrc
mas	Masa	10.5	15.5	Masa	Afro-Asiatic	Chadic	mcn
mau	Maung	-11.9166666667	133.5	Iwaidjan	Australian		mph
mav	Maring	-5.5	144.666666667	Chimbu	Trans-New Guinea		mbw
maw	Maninka (Western)	13	-11	Western Mande	Niger-Congo	Mande	mlq
max	Maxakalí	-18	-40	Maxakalí	Macro-Ge		mbl
may	Maybrat	-1.33333333333	132.5	North-Central Bird's Head	West Papuan		ayz
maz	Mazahua	19.4166666667	-99.9166666667	Otomian	Oto-Manguean		maz mmc
mba	Mba	1	25	Ubangi	Niger-Congo	Adamawa-Ubangi	mfc
mbb	Mbabaram	-17.1666666667	145	Pama-Nyungan	Australian		
mbe	Mbere	-0.5	14	Bantoid	Niger-Congo	Benue-Congo	mdt
mbg	Mbugu	-4.33333333333	38.1666666667	Southern Cushitic	Afro-Asiatic	Cushitic	mhd
mbi	Mbili	6.11666666667	10.2	Bantoid	Niger-Congo	Benue-Congo	baw
mbl	Mbole	-0.666666666667	24.6666666667	Bantoid	Niger-Congo	Benue-Congo	mdq
mbm	Mbum	7.75	13.1666666667	Adamawa	Niger-Congo	Adamawa-Ubangi	mdd
mbo	Monumbo	-4.25	145	Monumbo	Monumbo		mxk
mbr	Mbara	11	15.4166666667	Biu-Mandara	Afro-Asiatic	Chadic	mpk
mbt	Mangbetu	2.5	26.5	Mangbetu	Nilo-Saharan	Central Sudanic	mdj
mbu	Manambu	-4.25	142.833333333	Middle Sepik	Sepik		mle
mby	Mbay	8.25	17.5	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	myb
mbz	Mbe'	6.28333333333	11.0833333333	Bantoid	Niger-Congo	Benue-Congo	mtk
mca	Maca	-25	-57.5	Matacoan	Matacoan		mca
mcc	Mochica	-7.5	-79.3333333333	Chimúan	Chimúan		
mcd	Macedonian	41.6666666667	21.75	Slavic	Indo-European		mkd
mce	Mískito Coast English Creole	16.25	-88.8333333333	Creoles and Pidgins	other		bzj
mcf	Michif	52	-100.166666667	Algonquian	Algic		crg
mcg	Macaguán	6.5	-71.3333333333	Guahiban	Guahiban		mbn
mch	Machiguenga	-12	-72.6666666667	Arawakan	Arawakan		mcb
mcn	Macuna	-0.333333333333	-70.1666666667	Tucanoan	Tucanoan		myy
mco	Mixe (Coatlán)	16.9166666667	-95.6666666667	Mixe-Zoque	Mixe-Zoque		mco
mcr	Mauritian Creole	-20.3333333333	57.5	Creoles and Pidgins	other		mfe
mcs	Miwok (Central Sierra)	38	-120.333333333	Miwok	Penutian	Utian	csm
mcv	Mocoví	-27	-62	Guaicuruan	Guaicuruan		moc
mda	Mada (in Cameroon)	10.8333333333	14.1666666667	Biu-Mandara	Afro-Asiatic	Chadic	mxu
mdb	Mudburra	-17.3333333333	132.083333333	Pama-Nyungan	Australian		mwd
mde	Mende	7.83333333333	-11.5	Western Mande	Niger-Congo	Mande	men
mdg	Mundang	9.66666666667	14.5	Adamawa	Niger-Congo	Adamawa-Ubangi	mua
mdk	Mandinka	13	-15.6666666667	Western Mande	Niger-Congo	Mande	mnk
mdl	Madngele	-13.8333333333	130.416666667	Eastern Daly	Australian	Daly	zml
mdm	Madimadi	-34.5	143.5	Pama-Nyungan	Australian		
mdn	Mandan	46.5	-102.5	Siouan	Siouan		mhq
mdo	Mbodomo	4.5	15.5	Ubangi	Niger-Congo	Adamawa-Ubangi	mdo
mdr	Madurese	-7	113.5	Sundic	Austronesian	Western Malayo-Polynesian	mad
mds	Manadonese	1.5	124.833333333	Sundic	Austronesian	Western Malayo-Polynesian	xmm
mdu	Mündü	4.5	30	Ubangi	Niger-Congo	Adamawa-Ubangi	muh
mdz	Mada (in Nigeria)	8.75	8.25	Platoid	Niger-Congo	Benue-Congo	mda
mea	Meyah	-1.16666666667	133.5	East Bird's Head	East Bird's Head		mej
meb	Melayu Betawi	-6.5	107	Creoles and Pidgins	other		bew
mee	Me'en	5	37	Surmic	Nilo-Saharan	Eastern Sudanic	mym
meh	Mehri	17	51.5	Semitic	Afro-Asiatic		gdq
mei	Meithei	24.75	94	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	mni
mek	Mekens	-12.5	-61.5	Tupari	Tupian		skf
mel	Melanau	2.5	111.5	Borneo	Austronesian	Western Malayo-Polynesian	mel
mem	Manem	-3	140.833333333	Border	Border		jet
men	Menomini	45.5	-88.3333333333	Algonquian	Algic		mez
mer	Meryam Mir	-9.91666666667	144.083333333	Western Fly	Western Fly		ulk
mey	Menya	-7.25	146	Angan	Trans-New Guinea		mcr
mga	Mondunga	2.25	21.5	Ubangi	Niger-Congo	Adamawa-Ubangi	ndt
mgd	Mongondow	0.666666666667	124	Sulawesi	Austronesian	Western Malayo-Polynesian	mog
mge	Mnong (Eastern)	12.6666666667	108.5	Bahnaric	Austro-Asiatic	Mon-Khmer	mng
mgg	Mangghuer	36	102	Mongolic	Altaic		mjg
mgh	Magahi	23.5	85.5	Indic	Indo-European		mag
mgi	Magi	-10.3333333333	149.333333333	Mailuan	Trans-New Guinea		mgu
mgk	Mungaka	5.91666666667	10	Bantoid	Niger-Congo	Benue-Congo	mhk
